glossary@key,locale,value,key
author-create.age,en-US,Age,author-create.age-en-US
author-create.birthDate,en-US,Birth Date,author-create.birthDate-en-US
author-create.email,en-US,Email,author-create.email-en-US
author-create.address.label,en-US,Address,author-create.address.label-en-US
author-create.address.street,en-US,Street Address,author-create.address.street-en-US
author-create.address.houseNumber,en-US,House Number,author-create.address.houseNumber-en-US
author-create.address.zipCode,en-US,Zip Code,author-create.address.zipCode-en-US
author-create.address.city,en-US,City,author-create.address.city-en-US
author-create.address.country,en-US,Country,author-create.address.country-en-US
author-create.saveButton,en-US,Save,author-create.saveButton-en-US
author-create.cancelButton,en-US,Cancel,author-create.cancelButton-en-US
author-create.errors.name,de-DE,Name ist erforderlich,author-create.errors.name-de-DE
author-create.errors.age,de-DE,Das Alter darf nicht kleiner als 0 sein,author-create.errors.age-de-DE
author-create.errors.email,de-DE,Ungültige E-Mail-Adresse,author-create.errors.email-de-DE
author-create.errors.zipCode,de-DE,Postleitzahl muss 5-stellig sein,author-create.errors.zipCode-de-DE
author-create.errors.birthDate,de-DE,Ungültiges Datum,author-create.errors.birthDate-de-DE
author-create.errors.maxChar,de-DE,Maximal 50 Zeichen erlaubt,author-create.errors.maxChar-de-DE
author-create.gender.male,de-DE,Männlich,author-create.gender.male-de-DE
author-create.gender.female,de-DE,Weiblich,author-create.gender.female-de-DE
author-create.gender.other,de-DE,Andere,author-create.gender.other-de-DE
author-create.gender.label,de-DE,Geschlecht,author-create.gender.label-de-DE
author-create.title,de-DE,Autor erstellen,author-create.title-de-DE
author-create.update-title,de-DE,Autor aktualisieren,author-create.update-title-de-DE
author-create.created-successfully-alert,de-DE,Autor wurde erfolgreich erstellt,author-create.created-successfully-alert-de-DE
author-create.updated-successfully-alert,de-DE,Autor wurde erfolgreich aktualisiert,author-create.updated-successfully-alert-de-DE
author-create.name,de-DE,Name,author-create.name-de-DE
author-create.surname,de-DE,Familien-oder Nachname,author-create.surname-de-DE
author-create.age,de-DE,Alter,author-create.age-de-DE
author-create.birthDate,de-DE,Geburtsdatum,author-create.birthDate-de-DE
author-create.email,de-DE,Email,author-create.email-de-DE
author-create.address.label,de-DE,Die Anschrift,author-create.address.label-de-DE
author-create.address.street,de-DE,Adresse,author-create.address.street-de-DE
author-create.address.houseNumber,de-DE,Hausnummer,author-create.address.houseNumber-de-DE
author-create.address.zipCode,de-DE,Postleitzahl,author-create.address.zipCode-de-DE
author-create.address.city,de-DE,Stadt,author-create.address.city-de-DE
author-create.address.country,de-DE,Land,author-create.address.country-de-DE
author-create.saveButton,de-DE,Speichern,author-create.saveButton-de-DE
author-create.cancelButton,de-DE,Absagen,author-create.cancelButton-de-DE
book-create.errors.title,en-US,Title is required,book-create.errors.title-en-US
book-create.errors.price,en-US,Price must be greater than 0,book-create.errors.price-en-US
book-create.errors.publishingDate,en-US,Invalid Date,book-create.errors.publishingDate-en-US
book-create.errors.files.min,en-US,Atleast one file is required,book-create.errors.files.min-en-US
book-create.errors.files.max,en-US,No more than 3 files are allowed,book-create.errors.files.max-en-US
book-create.errors.authorId,en-US,Author is required,book-create.errors.authorId-en-US
book-create.errors.maxChar,en-US,Maximum 50 characters allowed,book-create.errors.maxChar-en-US
book-create.published.label,en-US,Published,book-create.published.label-en-US
book-create.published.yes,en-US,Yes,book-create.published.yes-en-US
book-create.outOfStock.label,en-US,Out of Stock,book-create.outOfStock.label-en-US
book-create.outOfStock.yes,en-US,Yes,book-create.outOfStock.yes-en-US
book-create.header,en-US,Create Book,book-create.header-en-US
book-create.update-header,en-US,Update Book,book-create.update-header-en-US
book-create.created-successfully-alert,en-US,Book has been created successfully,book-create.created-successfully-alert-en-US
book-create.updated-successfully-alert,en-US,Book has been updated successfully,book-create.updated-successfully-alert-en-US
book-create.title,en-US,Title,book-create.title-en-US
book-create.description,en-US,Description,book-create.description-en-US
book-create.authorId,en-US,Author Id,book-create.authorId-en-US
book-create.publishingDate,en-US,Publishing Date,book-create.publishingDate-en-US
book-create.price,en-US,Price,book-create.price-en-US
book-create.saveButton,en-US,Save,book-create.saveButton-en-US
book-create.cancelButton,en-US,Cancel,book-create.cancelButton-en-US
book-create.fileUpload,en-US,"File Upload (pdf, png, and jpeg, Max 3)",book-create.fileUpload-en-US
book-create.errors.title,de-DE,Titel ist erforderlich,book-create.errors.title-de-DE
book-create.errors.price,de-DE,Preis muss größer als 0 sein,book-create.errors.price-de-DE
book-create.errors.publishingDate,de-DE,Ungültiges Datum,book-create.errors.publishingDate-de-DE
book-create.errors.files.min,de-DE,Mindestens eine Datei ist erforderlich,book-create.errors.files.min-de-DE
book-create.errors.files.max,de-DE,Es sind nicht mehr als 3 Dateien erlaubt,book-create.errors.files.max-de-DE
book-create.errors.authorId,de-DE,Autor ist erforderlich,book-create.errors.authorId-de-DE
book-create.errors.maxChar,de-DE,Maximal 50 Zeichen erlaubt,book-create.errors.maxChar-de-DE
book-create.published.label,de-DE,Veröffentlicht,book-create.published.label-de-DE
book-create.published.yes,de-DE,Ja,book-create.published.yes-de-DE
book-create.outOfStock.label,de-DE,Ausverkauft,book-create.outOfStock.label-de-DE
book-create.outOfStock.yes,de-DE,Ja,book-create.outOfStock.yes-de-DE
book-create.header,de-DE,Buch erstellen,book-create.header-de-DE
book-create.update-header,de-DE,Buch aktualisieren,book-create.update-header-de-DE
book-create.created-successfully-alert,de-DE,Buch wurde erfolgreich erstellt,book-create.created-successfully-alert-de-DE
book-create.updated-successfully-alert,de-DE,Buch wurde erfolgreich aktualisiert,book-create.updated-successfully-alert-de-DE
book-create.title,de-DE,Titel,book-create.title-de-DE
book-create.description,de-DE,Beschreibung,book-create.description-de-DE
book-create.authorId,de-DE,Autor,book-create.authorId-de-DE
book-create.publishingDate,de-DE,Veröffentlichungsdatum,book-create.publishingDate-de-DE
book-create.price,de-DE,Preis,book-create.price-de-DE
book-create.saveButton,de-DE,Speichern,book-create.saveButton-de-DE
book-create.cancelButton,de-DE,Absagen,book-create.cancelButton-de-DE
book-create.fileUpload,de-DE,"Datei-Upload (pdf, png und jpeg, max. 3)",book-create.fileUpload-de-DE
file-uploader.errors.file-invalid-type,en-US,File type not supported!,file-uploader.errors.file-invalid-type-en-US
file-uploader.errors.too-many-files,en-US,Files limit exceeded!,file-uploader.errors.too-many-files-en-US
file-uploader.errors.file-too-large,en-US,File size is too large!,file-uploader.errors.file-too-large-en-US
file-uploader.errors.file-invalid-type,de-DE,Der Dateityp wird nicht unterstützt!,file-uploader.errors.file-invalid-type-de-DE
file-uploader.errors.too-many-files,de-DE,Dateilimit überschritten!,file-uploader.errors.too-many-files-de-DE
file-uploader.errors.file-too-large,de-DE,Dateigröße ist zu groß!,file-uploader.errors.file-too-large-de-DE
profile-page.update-form-general-label,en-US,General,profile-page.update-form-general-label-en-US
profile-page.update-form-general-label,de-DE,Allgemeines,profile-page.update-form-general-label-de-DE
profile-page.update-form-contact-details-label,en-US,Contact Details,profile-page.update-form-contact-details-label-en-US
profile-page.update-form-contact-details-label,de-DE,Kontaktdetails,profile-page.update-form-contact-details-label-de-DE
profile-page.update-form-employment-label,en-US,Employment,profile-page.update-form-employment-label-en-US
profile-page.update-form-employment-label,de-DE,Anstellung,profile-page.update-form-employment-label-de-DE
profile-page.update-form-address-label,en-US,Address,profile-page.update-form-address-label-en-US
profile-page.update-form-address-label,de-DE,Die Anschrift,profile-page.update-form-address-label-de-DE
profile-page-details.company-label,en-US,Company,profile-page-details.company-label-en-US
profile-page-details.company-label,de-DE,Unternehmen,profile-page-details.company-label-de-DE
profile-page-details.position-label,en-US,Position,profile-page-details.position-label-en-US
profile-page-details.position-label,de-DE,Position,profile-page-details.position-label-de-DE
profile-page-details.address-label,en-US,Address,profile-page-details.address-label-en-US
profile-page-details.address-label,de-DE,Adresse,profile-page-details.address-label-de-DE
profile-page-details.about-label,en-US,About,profile-page-details.about-label-en-US
profile-page-details.about-label,de-DE,Über,profile-page-details.about-label-de-DE
profile-page.subtitle,en-US,Make changes and click update in order to save new updates to your profile,profile-page.subtitle-en-US
profile-page.subtitle,de-DE,"Nehmen Sie Änderungen vor und klicken Sie auf Aktualisieren, um neue Aktualisierungen in Ihrem Profil zu speichern",profile-page.subtitle-de-DE
update,en-US,update,update-en-US
update,de-DE,aktualisieren,update-de-DE
reset-password-mail-sent-success,en-US,Email was resent,reset-password-mail-resent-success-en-US
reset-password-mail-sent-success,de-DE,Email wurde erneut gesendet,reset-password-mail-resent-success-de-DE
reset-password-mail-sent-failed,en-US,Email wasn’t resent,reset-password-mail-resent-failed-en-US
reset-password-mail-sent-failed,de-DE,E-Mail wurde nicht erneut gesendet,reset-password-mail-resent-failed-de-DE
forbidden,en-US,You don't have permissions to do this. Please make sure that you have these permission(s): {{resourceId}},forbidden-en-US
forbidden,de-DE,Sie sind nicht berechtigt, dies zu tun. Bitte stellen Sie sicher, dass Sie diese Berechtigung(en) haben: {{resourceId}},forbidden-de-DE
no-records-to-display,en-US,No records to display,no-records-to-display-en-US
no-records-to-display,de-DE,Keine Datensätze zum Anzeigen,no-records-to-display-de-DE
no-files-to-display,en-US,Drag files here or use the 'Upload File' button,no-files-to-display-en-US
no-files-to-display,de-DE,Ziehen Sie Dateien hierher oder verwenden Sie die Schaltfläche 'Datei hochladen',no-files-to-display-de-DE
files.retry-upload,en-US,Retry Upload,files.retry-upload-en-US
files.retry-upload,de-DE,Hochladen erneut versuchen,files.retry-upload-de-DE
